100	22	79	68	59	85	99	75	74	37	68	59	84	21	17	40	72	94	46	2	72	62	49	13	22	3	7	33	57	33	91	50	75	7	46	97	34	12	32	18	45	10	7	10	61	69	88	81	65	17	33	26	45	31	75	67	56	53	6	99	95	12	11	22	62	72	83	73	18	55	10	53	47	29	34	83	77	58	57	72	88	70	30	80	91	3	19	31	10	32	90	42	99	22	55	13	94	9	51	24	3	
7	63	91	23	5	64	66	52	17	89	55	93	73	35	7	92	97	74	10	17	70	13	75	60	34	4	98	10	87	51	32	22	23	47	53	14	92	79	53	77	5	53	53	100	8	61	38	98	68	31	92	95	53	89	37	13	14	16	0	2	70	34	64	33	14	8	66	86	66	38	71	1	18	71	60	61	19	17	1	81	77	35	67	80	79	22	49	65	86	86	74	29	30	66	31	34	17	60	70	0	
75	23	58	35	98	86	5	23	85	19	48	52	38	51	58	100	24	88	79	46	38	69	82	23	26	29	79	40	69	92	27	85	62	85	92	22	78	51	54	55	1	8	31	24	90	21	31	100	61	87	38	60	76	19	53	88	28	47	34	27	99	23	40	28	34	88	21	0	97	79	90	92	6	0	68	55	48	67	59	65	94	11	80	26	0	80	49	82	54	39	13	12	46	89	53	7	89	71	19	9	
45	16	54	34	43	85	40	13	75	10	95	9	53	2	99	55	18	83	71	21	95	10	52	52	70	36	55	0	9	49	33	98	12	62	77	32	54	14	79	3	32	0	72	15	94	63	58	15	68	93	15	17	50	49	75	4	93	93	1	92	87	50	98	59	51	13	85	92	8	43	87	50	30	98	94	25	13	22	8	36	89	19	58	60	58	3	51	63	16	78	89	72	97	12	2	82	9	40	7	84	
98	62	28	86	22	58	10	9	87	24	20	7	80	65	95	68	92	42	42	66	54	17	58	20	29	11	70	1	51	0	15	94	35	14	92	9	36	33	91	36	94	17	83	3	32	68	62	7	69	26	26	32	53	63	34	67	86	52	0	53	70	23	77	62	36	91	34	6	81	57	6	26	93	8	85	56	0	32	57	33	63	85	0	11	93	12	10	6	22	38	64	19	84	97	35	10	3	12	92	8	
88	20	62	20	0	96	44	61	7	24	77	94	30	100	97	45	92	15	89	20	29	100	9	38	97	45	2	49	49	63	11	53	7	66	93	43	37	48	61	57	5	11	3	65	77	18	96	33	1	89	2	6	47	83	64	49	97	57	1	16	48	84	92	100	28	19	23	31	98	95	88	72	84	15	76	5	59	71	83	43	86	63	59	44	63	42	98	47	29	88	21	54	22	55	96	25	30	21	91	8	
41	41	10	23	51	13	95	90	15	49	88	35	59	54	87	88	64	63	85	82	46	13	42	76	38	25	100	89	46	41	46	83	29	80	81	8	26	78	44	53	29	76	77	4	12	32	33	6	3	43	96	1	39	75	84	21	96	87	97	17	10	8	17	36	4	10	41	29	4	96	89	42	57	13	2	72	85	52	15	86	32	41	41	26	66	57	29	81	21	70	4	27	61	18	87	60	6	70	85	63	
60	44	13	22	68	52	62	20	45	51	90	21	5	10	84	18	5	68	87	42	57	78	79	27	34	74	38	59	100	2	83	78	59	58	84	59	39	77	93	19	14	43	39	22	57	74	21	71	17	77	87	10	99	10	5	32	25	48	88	1	77	80	0	2	59	67	49	17	55	48	65	41	75	27	6	8	20	61	55	41	40	15	37	31	75	30	6	47	53	15	73	66	25	61	39	69	27	75	14	11	
69	67	98	0	41	90	18	1	41	65	73	25	20	50	1	89	17	94	7	64	82	76	50	95	80	20	96	76	35	96	97	26	5	20	52	44	84	75	90	96	9	86	9	80	14	2	60	58	80	15	19	55	37	88	39	37	32	99	40	86	68	93	96	52	45	57	94	72	83	84	76	14	50	96	62	68	64	66	54	86	17	38	60	57	5	7	53	6	67	65	70	76	18	76	25	99	94	44	15	33	
58	47	47	91	58	34	61	23	77	33	72	98	36	50	31	56	38	95	16	32	11	74	100	40	80	11	84	81	20	75	83	14	86	73	5	70	98	70	4	22	81	60	1	31	60	35	87	69	10	88	75	2	48	0	12	58	12	58	96	26	59	32	42	67	23	51	11	10	73	26	23	23	8	79	78	18	80	28	70	92	12	61	76	70	60	31	60	62	77	34	27	68	53	50	18	24	9	37	79	70	
72	89	23	76	98	47	96	32	17	47	66	3	12	65	31	44	73	64	20	100	18	70	97	23	89	49	86	3	16	70	59	98	2	41	24	40	91	67	47	91	9	81	36	6	49	4	79	5	77	59	70	86	68	97	64	53	27	22	48	62	52	16	70	93	72	68	74	50	97	17	74	83	96	86	63	70	89	46	42	80	37	17	2	30	11	99	21	15	3	66	93	76	20	44	98	46	61	36	87	46	
83	95	95	24	52	9	26	79	91	74	100	19	12	90	47	28	39	65	77	31	98	95	81	1	16	50	40	69	10	64	29	80	38	27	90	62	72	98	49	11	49	6	88	14	2	25	12	41	46	54	8	29	88	49	38	41	5	2	94	84	41	16	60	77	9	88	8	88	63	47	86	98	8	48	84	51	64	82	82	58	39	26	24	21	31	99	36	60	52	5	29	48	59	54	6	37	50	65	28	79	
59	13	38	0	59	93	40	21	54	9	41	36	66	59	43	85	11	33	71	94	52	8	41	1	78	62	68	56	10	46	51	92	39	37	92	68	21	24	72	59	60	97	19	40	26	77	45	87	46	8	17	9	69	48	71	4	55	90	3	88	63	51	51	16	17	59	68	51	12	6	73	7	11	51	33	43	7	14	86	5	31	98	81	93	92	20	26	15	75	21	28	52	1	89	61	28	61	75	86	42	
73	4	84	71	15	77	15	24	53	41	93	86	10	88	71	48	59	24	41	20	52	16	54	34	94	73	54	4	36	10	61	74	99	34	72	96	17	60	56	93	50	53	66	88	48	13	32	18	93	33	82	50	90	19	20	12	21	36	71	16	87	78	53	13	85	65	74	55	5	36	32	15	49	39	71	85	83	16	15	2	80	27	41	89	44	30	72	25	73	9	37	71	100	29	76	88	83	44	88	95	
34	40	97	54	49	98	88	95	22	87	51	89	82	46	45	69	46	15	32	89	50	71	92	53	19	74	66	88	51	15	94	67	96	79	65	58	1	89	86	2	34	49	64	6	49	0	48	76	92	76	74	5	23	45	84	72	12	34	58	43	27	38	7	79	70	86	52	57	84	54	64	58	80	60	43	66	2	88	15	11	19	32	9	38	88	7	7	64	70	65	84	52	69	3	73	95	72	96	40	47	
71	99	50	94	28	81	44	16	54	94	29	80	43	46	56	32	29	23	46	66	96	47	26	59	8	37	93	84	8	48	12	23	48	47	77	3	95	88	1	71	23	90	47	7	31	18	98	60	42	4	64	49	100	86	89	84	5	48	9	29	28	26	17	35	11	36	90	75	33	67	47	12	58	18	41	10	74	65	96	13	25	57	96	28	51	92	83	74	80	72	81	25	97	61	68	85	25	55	88	81	
8	16	96	50	98	87	87	67	10	82	36	0	80	88	91	51	31	63	93	83	5	49	55	34	15	98	1	90	60	34	78	77	44	22	13	95	36	22	66	85	20	60	85	0	76	17	79	83	14	61	21	59	40	69	96	13	14	23	39	90	65	33	52	45	20	25	6	91	87	6	26	63	49	52	86	29	23	26	32	21	23	57	18	52	83	84	28	38	14	31	79	51	92	11	47	100	42	29	29	88	
77	72	13	58	85	44	32	62	97	73	45	47	42	26	38	83	33	24	38	9	31	36	23	72	14	66	43	75	67	68	26	15	9	30	95	66	96	73	77	92	92	77	75	39	19	96	57	52	35	27	13	24	82	54	67	20	96	100	100	48	0	17	79	11	53	61	66	40	56	97	5	24	92	73	15	72	34	12	85	47	47	52	81	34	73	65	91	93	96	64	69	19	67	11	76	58	58	21	78	98	
28	59	10	31	88	28	79	50	88	44	17	51	86	48	44	92	64	49	57	86	54	26	43	19	93	56	54	25	66	85	86	67	17	55	16	73	32	45	100	63	36	61	84	76	77	73	90	39	43	40	51	48	42	49	3	71	28	86	56	73	60	41	100	58	14	25	90	33	17	65	62	80	96	38	15	87	63	38	20	96	60	83	38	22	1	36	33	6	72	58	60	93	79	45	67	78	74	41	98	74	
14	81	95	72	24	0	84	8	89	77	81	35	35	67	40	53	94	33	33	95	30	62	66	49	18	95	41	89	33	18	19	12	21	43	9	31	25	37	32	9	80	86	12	78	61	52	11	63	95	33	91	38	43	45	67	19	41	81	59	29	69	29	72	48	100	100	31	13	46	58	36	35	100	83	10	81	33	87	57	46	75	62	37	82	30	68	22	20	23	57	5	23	91	69	59	93	51	58	64	65	
52	55	63	92	29	95	83	4	11	14	77	54	99	29	56	87	1	69	49	83	52	11	87	1	40	91	67	98	37	78	28	5	70	17	12	17	90	10	0	60	61	52	67	21	72	91	68	11	32	63	96	26	96	78	20	88	96	12	25	20	0	37	21	21	61	45	52	19	89	49	80	56	38	54	55	6	82	46	4	71	69	16	11	58	26	65	78	88	85	64	64	34	63	39	35	14	84	84	96	17	
67	81	39	64	9	94	38	89	41	88	14	70	40	78	68	33	99	40	62	6	15	77	42	87	31	36	7	45	92	99	18	51	84	25	15	19	2	38	66	95	18	19	96	26	24	11	66	94	42	40	49	5	10	90	77	39	74	100	15	19	93	4	45	56	49	100	56	58	11	83	89	36	2	68	66	88	1	43	91	81	75	90	9	72	97	14	67	74	82	63	26	6	3	84	35	71	9	32	74	100	
89	16	61	41	69	63	9	9	54	72	46	87	11	64	39	36	91	68	5	45	82	21	54	53	53	37	56	24	51	14	1	88	46	69	42	4	81	18	15	19	74	36	2	32	69	63	29	82	5	5	70	59	5	3	55	0	2	81	100	57	86	39	13	95	7	50	94	63	19	11	100	36	73	94	11	7	48	19	11	70	72	78	64	85	15	38	20	5	44	52	44	100	66	61	76	84	30	35	54	1	
60	40	42	36	46	79	31	97	3	69	5	20	42	63	99	73	91	51	1	46	64	17	67	70	16	55	57	2	3	7	80	28	77	69	87	84	36	65	0	35	49	42	66	65	85	98	44	4	29	39	40	2	76	11	36	68	40	56	69	49	68	89	78	83	22	55	69	66	20	2	72	15	25	58	39	42	28	33	83	57	23	10	81	63	16	18	57	53	93	99	27	78	24	25	57	26	96	85	68	92	
83	69	65	5	35	19	23	80	28	56	55	98	63	89	26	32	88	27	82	34	83	12	14	14	26	10	40	45	45	60	73	69	9	28	85	75	20	12	22	71	59	87	49	59	18	20	100	21	40	100	4	25	0	15	56	65	86	95	7	8	45	46	98	6	60	57	88	4	48	48	53	24	53	89	87	30	54	86	68	55	54	61	4	30	93	80	93	36	69	65	30	95	79	60	94	33	94	94	98	15	
9	2	24	1	40	9	8	89	86	57	0	18	28	96	91	19	52	9	10	86	10	40	34	36	2	12	24	81	32	38	85	8	66	83	52	7	68	82	68	2	16	14	83	3	41	32	80	75	59	9	72	59	35	29	95	44	38	25	2	99	11	3	54	12	45	44	82	59	76	26	61	9	44	16	49	46	86	33	44	37	21	14	97	20	28	7	28	61	53	22	74	16	99	87	18	20	98	100	64	6	
60	13	23	6	95	11	47	16	11	92	62	90	97	63	45	39	27	54	92	77	68	56	72	82	41	100	43	90	29	63	20	84	82	57	88	1	32	43	66	18	47	23	16	35	95	49	59	39	11	38	40	15	6	67	21	41	99	51	53	100	4	18	51	91	4	11	62	1	21	10	13	14	17	45	44	99	34	84	32	10	57	22	9	74	81	6	83	28	3	82	84	14	5	0	16	30	62	26	97	28	
41	56	78	9	78	94	55	83	12	40	87	11	36	73	24	62	63	10	86	57	82	31	32	89	16	11	27	32	71	18	91	63	61	38	5	31	27	91	64	55	0	96	60	23	0	89	37	83	42	17	37	0	54	66	39	71	18	82	55	19	71	44	76	16	92	39	61	87	99	31	70	83	92	7	60	16	78	91	40	52	67	46	17	2	13	98	94	42	72	27	10	9	63	12	30	24	56	31	14	43	
77	56	41	14	54	30	95	35	64	87	61	49	45	65	67	12	72	28	46	18	27	26	0	4	13	60	79	78	51	14	17	56	39	66	59	55	25	11	43	57	77	85	47	58	46	45	72	8	8	27	54	99	27	33	13	98	26	96	92	37	89	69	60	34	3	64	11	69	7	28	23	74	29	67	21	18	23	79	76	98	14	21	59	9	83	100	27	85	59	87	25	45	0	76	9	59	93	65	28	39	
24	89	64	20	29	12	45	10	11	56	90	63	52	83	31	46	94	84	54	29	26	11	19	75	64	5	41	57	46	14	81	83	70	86	95	64	67	89	15	0	29	41	47	66	67	42	76	57	72	10	39	56	62	44	34	80	42	57	9	74	82	100	16	43	39	77	66	100	51	92	54	95	73	84	96	9	1	38	14	1	91	46	0	83	24	12	26	29	49	34	62	15	40	23	97	69	50	48	98	18	
56	49	54	64	27	90	43	12	57	85	34	19	95	100	49	28	89	16	55	27	82	93	88	44	22	51	41	26	33	25	24	54	18	42	79	47	95	17	6	36	96	72	77	44	55	39	88	73	29	92	9	74	18	18	96	44	59	11	27	39	88	50	29	87	39	25	94	18	11	56	13	70	82	56	76	77	87	62	34	2	51	22	22	24	70	74	51	5	22	8	65	1	28	85	92	11	47	44	26	38	
21	74	61	42	57	33	93	37	51	63	44	72	63	52	85	33	74	12	1	80	82	99	46	16	17	31	58	54	71	38	1	56	50	98	51	69	24	44	50	96	21	71	27	6	53	50	2	14	83	70	15	61	83	14	67	78	56	99	60	27	18	40	88	64	23	13	75	42	63	66	31	80	29	29	74	50	20	49	67	51	25	52	1	44	96	82	12	99	43	79	29	51	13	16	40	21	30	87	26	85	
99	71	59	64	10	91	30	100	15	68	17	71	69	75	19	8	76	86	50	38	10	4	80	76	89	100	3	91	75	42	81	99	57	9	58	33	76	1	75	59	22	67	74	35	76	99	11	58	48	17	16	80	63	63	30	73	65	70	34	2	97	31	62	6	6	99	59	43	68	89	28	68	94	43	88	47	87	78	3	58	33	93	51	23	50	79	14	37	66	43	6	8	92	82	24	62	79	79	38	68	
44	93	22	95	65	25	88	30	24	13	13	5	91	50	72	76	34	85	78	32	88	4	78	28	38	83	51	88	24	27	29	65	28	0	22	80	45	76	68	34	32	22	74	12	36	53	36	2	61	90	36	67	58	17	43	10	78	84	32	9	58	29	85	60	84	37	52	49	100	67	79	7	10	45	17	15	4	57	46	94	72	20	97	31	66	89	2	71	81	3	34	68	44	49	77	29	72	79	56	93	
0	37	31	54	47	100	23	20	62	36	7	2	48	27	32	6	99	35	99	68	33	30	85	34	15	15	100	27	14	66	82	69	96	81	7	38	46	97	39	76	11	27	8	70	74	69	8	22	32	11	4	71	43	14	57	14	32	67	70	68	25	79	67	23	3	79	11	37	24	63	24	98	50	60	100	1	33	35	94	53	2	43	19	56	60	37	93	67	31	51	90	33	1	11	19	5	79	74	38	86	
8	88	49	42	65	53	22	22	38	99	2	90	45	58	14	12	62	36	32	53	1	32	100	90	39	64	25	28	89	43	40	80	49	87	61	9	53	88	88	14	55	61	57	6	26	21	74	85	93	17	13	100	29	41	11	40	73	62	10	69	42	0	5	39	63	75	27	16	33	86	82	96	18	65	83	38	76	92	35	96	95	77	61	68	33	17	63	63	3	24	97	30	83	73	34	46	27	10	36	8	
4	85	95	72	28	56	24	28	54	42	65	15	78	67	93	19	49	16	49	68	75	43	2	99	6	27	33	50	56	85	93	19	63	89	40	56	42	100	93	60	94	7	31	46	66	14	44	77	94	69	2	69	73	78	54	11	84	90	75	75	42	54	83	65	0	88	89	13	44	38	81	89	56	24	67	54	90	11	79	30	72	30	38	4	85	22	23	65	68	59	21	77	36	19	47	56	29	61	35	29	
84	61	41	39	89	67	93	79	49	67	69	57	83	89	70	72	69	30	38	84	98	86	97	36	26	10	11	0	18	71	46	43	74	86	56	68	55	64	81	19	67	23	52	90	81	84	32	71	55	64	41	71	70	0	20	77	20	63	50	98	40	15	75	1	4	9	50	31	39	87	6	7	69	96	74	5	91	87	96	17	80	67	61	94	21	6	86	16	81	79	56	57	69	100	46	90	52	1	75	40	
92	49	65	50	72	30	68	31	45	60	20	56	3	87	73	67	0	85	73	56	94	84	7	31	75	88	2	56	17	46	85	71	35	26	74	84	96	34	25	44	15	11	23	57	33	15	76	33	6	14	65	23	81	23	32	55	10	98	77	11	71	20	80	77	56	83	96	31	22	62	62	63	26	49	14	95	3	70	20	77	84	59	55	95	61	69	11	25	6	64	57	89	67	9	96	22	3	92	67	97	
79	41	59	18	58	30	4	7	51	24	77	41	97	66	89	53	58	0	35	88	1	11	58	52	90	52	19	7	76	14	42	79	11	18	80	7	54	25	90	1	81	95	12	35	87	86	26	42	65	16	2	52	54	49	35	57	65	64	33	71	13	24	41	39	75	11	29	70	11	66	26	35	50	7	9	2	4	66	53	51	47	79	26	68	2	27	30	8	27	55	2	46	71	20	24	21	83	87	11	42	
65	52	95	60	41	57	79	74	1	99	87	45	87	77	2	7	80	16	17	6	87	95	30	76	10	41	23	87	49	36	17	39	37	66	69	9	80	32	54	90	21	44	40	93	58	62	42	21	72	50	66	96	62	10	96	7	80	27	1	69	37	51	17	58	52	67	86	86	64	77	9	10	51	95	16	14	12	17	95	66	1	12	90	61	3	35	53	11	44	96	57	90	25	22	73	21	41	64	33	20	
7	71	62	43	8	71	58	21	69	17	14	42	76	38	19	79	15	44	46	21	71	45	39	47	18	94	19	72	7	90	38	38	26	80	44	38	3	37	65	14	87	36	7	71	19	80	34	17	14	41	3	74	26	25	55	30	97	34	56	95	93	98	54	88	77	4	57	3	1	73	39	77	86	95	86	98	85	13	15	49	59	85	30	9	91	75	23	26	13	100	14	36	41	35	34	63	38	3	76	53	
67	41	91	48	80	96	66	58	23	73	48	16	64	81	11	8	15	43	83	43	34	50	37	2	97	35	87	26	11	42	70	58	97	51	97	81	82	80	16	44	4	26	15	18	22	11	54	98	71	80	35	79	94	9	98	38	75	48	50	48	48	60	38	70	84	87	25	27	46	51	95	87	31	60	32	30	88	9	92	17	56	100	19	85	35	63	54	65	81	69	82	45	44	74	94	65	99	61	61	100	
34	98	6	32	57	45	70	48	1	46	56	9	1	26	62	92	4	90	41	43	36	93	33	75	21	53	81	65	69	78	19	51	24	79	57	26	65	84	6	99	28	62	96	13	96	37	0	36	47	33	91	70	24	51	39	74	15	99	27	81	52	63	94	97	49	100	18	96	32	12	5	9	58	34	36	95	13	72	74	38	54	21	57	84	49	0	78	71	97	83	100	44	40	62	66	88	93	56	28	100	
96	24	5	70	51	69	33	90	32	62	2	16	46	75	4	81	93	7	54	22	28	72	16	1	77	34	34	72	14	70	2	73	20	83	54	76	68	25	47	39	16	10	61	48	4	35	67	84	1	37	9	86	44	91	63	62	44	58	67	67	84	1	81	65	70	94	18	69	64	1	78	21	93	16	53	11	11	20	81	96	24	7	33	68	3	14	69	19	23	78	76	48	85	81	42	88	53	55	25	76	
44	40	49	9	91	51	85	80	47	6	32	69	35	86	15	39	83	73	4	87	15	81	10	32	66	21	50	69	78	56	21	82	10	8	23	83	55	82	85	29	41	3	3	12	60	30	91	82	82	52	59	10	10	25	36	78	3	62	33	87	37	61	35	41	72	62	52	70	29	7	33	22	9	32	3	39	26	94	71	64	74	58	84	63	28	83	55	37	75	11	45	47	5	43	64	24	14	8	96	86	
54	64	69	97	32	94	72	89	92	91	31	41	73	32	98	48	91	81	93	9	94	93	82	5	72	97	63	90	46	36	14	15	81	56	22	46	13	2	34	54	95	60	71	53	47	7	27	60	51	86	45	76	18	72	79	86	24	77	41	92	58	93	93	35	95	98	15	98	39	28	41	95	13	87	52	45	22	46	61	66	79	49	58	1	98	51	91	68	37	73	3	98	97	73	35	63	100	27	62	40	
21	96	64	96	27	3	67	17	79	37	50	15	36	5	21	97	59	37	55	90	5	92	14	70	61	68	13	28	11	56	75	23	25	100	81	20	74	8	12	10	13	57	86	12	90	61	48	99	57	5	71	35	67	76	53	75	19	79	15	93	76	81	6	99	75	12	38	46	99	85	45	99	17	25	98	33	10	1	27	30	51	58	43	45	75	62	71	21	5	91	67	31	28	16	16	76	17	36	87	38	
50	14	8	19	35	80	15	18	72	53	23	75	96	9	39	20	59	81	2	97	10	42	57	75	24	24	6	25	83	99	17	21	10	25	8	11	96	87	53	74	55	37	10	63	69	12	96	75	3	12	99	69	63	26	59	89	61	72	39	41	35	4	80	15	49	25	24	61	54	75	81	75	73	13	22	23	77	89	90	19	38	1	19	61	33	54	57	57	28	47	26	97	42	18	11	3	41	53	52	46	
30	84	84	80	13	7	68	89	79	55	58	33	38	85	93	95	91	31	39	66	22	60	58	8	31	14	45	85	58	63	94	55	55	60	70	93	38	11	87	95	36	47	15	15	7	76	99	96	34	30	86	4	87	35	98	81	31	3	50	53	31	87	78	25	76	4	15	30	82	51	79	81	99	8	72	5	72	93	65	74	33	47	31	40	91	32	93	90	89	60	35	87	13	38	5	34	4	60	77	90	
50	89	32	69	71	84	69	40	58	7	64	25	3	23	77	67	96	26	25	98	15	80	100	71	17	24	57	59	63	73	42	7	93	23	62	42	74	41	97	70	33	61	47	19	85	28	20	64	11	64	93	80	95	0	63	5	100	33	19	88	12	79	1	99	98	63	87	53	51	52	61	60	23	83	81	86	74	86	9	68	19	45	42	96	38	73	84	63	59	64	79	98	49	37	79	50	40	38	72	24	
34	92	8	94	70	12	84	43	69	13	5	37	4	84	48	56	21	79	29	11	29	6	56	46	34	73	63	46	62	45	98	52	36	91	70	10	38	59	9	46	61	78	22	86	45	21	78	46	1	6	27	20	24	60	92	80	31	48	31	5	90	23	0	20	41	25	72	3	45	70	25	39	79	100	4	4	74	68	12	90	29	95	63	57	30	29	82	62	53	38	52	19	19	58	31	33	91	2	81	65	
71	47	57	23	60	78	20	23	85	73	5	54	60	24	99	15	51	93	92	26	46	53	95	94	30	39	71	79	46	36	71	100	36	34	39	72	42	93	29	91	70	68	6	39	56	98	49	90	78	97	75	92	94	34	34	43	17	21	92	4	63	66	47	80	63	80	20	82	65	79	49	25	51	83	82	50	36	87	45	30	9	61	77	33	61	44	33	25	20	70	68	23	68	64	38	0	54	96	65	13	
24	53	5	54	76	54	86	51	4	98	66	33	25	37	98	18	90	45	89	86	47	30	92	6	57	81	21	74	59	89	77	23	96	52	36	51	77	54	44	41	18	15	12	5	25	70	99	0	9	53	30	39	36	40	7	83	2	70	58	35	31	8	77	6	5	83	19	14	49	55	56	35	71	71	32	97	23	11	14	70	71	93	70	42	42	82	41	40	84	56	10	18	51	75	80	48	17	27	18	90	
43	95	8	56	80	60	80	44	5	74	44	95	99	92	60	29	76	60	86	17	45	48	59	58	59	94	1	28	50	54	31	48	31	3	22	24	10	91	29	32	11	76	85	96	5	61	48	51	84	51	80	7	21	94	19	76	35	31	56	9	10	13	27	94	98	82	17	64	36	31	93	91	35	68	25	53	93	58	54	69	43	21	52	47	56	22	47	94	91	42	39	9	42	72	17	8	52	54	42	96	
67	3	46	28	2	1	95	38	54	48	83	100	81	7	86	18	66	67	35	33	9	27	61	78	82	17	33	40	60	59	46	11	78	32	24	5	76	11	62	72	65	48	42	52	1	51	90	88	89	67	92	97	6	75	12	61	16	61	81	9	3	49	100	89	45	55	9	93	30	54	37	84	11	90	84	46	44	5	2	75	74	77	73	10	100	37	71	12	29	93	61	58	81	63	81	2	77	95	42	47	
88	73	23	81	28	21	3	47	35	79	59	5	38	33	77	34	15	80	75	81	33	17	61	34	34	69	100	47	80	16	76	92	46	18	100	57	9	89	31	57	89	10	21	96	63	39	11	85	84	55	20	77	57	91	61	2	59	19	98	90	78	94	26	3	18	66	78	32	73	63	20	2	20	98	43	70	70	63	39	24	57	53	74	67	51	13	84	13	25	80	26	89	58	36	58	19	91	49	29	54	
62	68	72	68	16	10	26	84	98	18	0	42	52	19	58	77	1	51	40	15	83	92	21	55	84	44	19	96	58	10	57	68	17	82	16	88	22	86	54	85	15	100	73	17	10	89	47	31	41	37	82	75	82	47	42	34	70	60	88	57	13	31	13	22	93	48	31	27	42	93	91	60	9	96	66	59	53	91	24	94	49	35	88	12	85	87	52	83	93	51	68	93	86	34	62	64	30	59	73	83	
